FIPS,County,State,Country,Date,lat,lon,Confirmed,Deaths,Recovered,Active,Combined_Key
6001,Alameda,California,US,04/13/20,37.64629437,-121.8929271,888,23,0,865,"Alameda, California, US"
06001,Alameda,California,US,03/25/20,37.64629437,-121.8929271,135,2,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/04/20,37.64629437,-121.8929271,443,12,0,0,"Alameda, California, US"
6001,Alameda,California,US,03/28/20,37.64629437,-121.8929271,220,4,0,0,"Alameda, California, US"
06001,Alameda,California,US,04/08/20,37.64629437,-121.8929271,674,16,0,0,"Alameda, California, US"
06001,Alameda,California,US,03/23/20,37.64629437,-121.8929271,118,1,0,0,"Alameda, California, US"
06001,Alameda,California,US,03/27/20,37.64629437,-121.8929271,220,4,0,0,"Alameda, California, US"
6001,Alameda,California,US,03/30/20,37.64629437,-121.8929271,283,7,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/16/20,37.64629437,-121.8929271,1007,39,0,968,"Alameda, California, US"
06001,Alameda,California,US,04/10/20,37.64629437,-121.8929271,766,20,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/20/20,37.64629437,-121.8929271,1193,42,0,1151,"Alameda, California, US"
06001,Alameda,California,US,04/12/20,37.64629437,-121.8929271,845,23,0,822,"Alameda, California, US"
06001,Alameda,California,US,04/01/20,37.64629437,-121.8929271,313,7,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/15/20,37.64629437,-121.8929271,964,36,0,928,"Alameda, California, US"
06001,Alameda,California,US,03/26/20,37.64629437,-121.8929271,178,4,0,0,"Alameda, California, US"
06001,Alameda,California,US,04/11/20,37.64629437,-121.8929271,806,21,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/17/20,37.64629437,-121.8929271,1063,40,0,1023,"Alameda, California, US"
6001,Alameda,California,US,04/06/20,37.64629437,-121.8929271,588,13,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/19/20,37.64629437,-121.8929271,1164,42,0,1122,"Alameda, California, US"
6001,Alameda,California,US,04/18/20,37.64629437,-121.8929271,1114,41,0,1073,"Alameda, California, US"
6001,Alameda,California,US,04/02/20,37.64629437,-121.8929271,359,8,0,0,"Alameda, California, US"
06001,Alameda,California,US,03/24/20,37.64629437,-121.8929271,135,2,0,0,"Alameda, California, US"
06001,Alameda,California,US,04/03/20,37.64629437,-121.8929271,443,12,0,0,"Alameda, California, US"
6001,Alameda,California,US,04/14/20,37.64629437,-121.8929271,888,23,0,865,"Alameda, California, US"
06001,Alameda,California,US,04/07/20,37.64629437,-121.8929271,634,15,0,0,"Alameda, California, US"
06001,Alameda,California,US,03/31/20,37.64629437,-121.8929271,313,7,0,0,"Alameda, California, US"
6001,Alameda,California,US,03/22/20,37.64629437,-121.8929271,71,0,0,0,"Alameda, California, US"
06001,Alameda,California,US,04/09/20,37.64629437,-121.8929271,674,16,0,0,"Alameda, California, US"
6001,Alameda,California,US,03/29/20,37.64629437,-121.8929271,270,6,0,0,"Alameda, California, US"
06001,Alameda,California,US,04/05/20,37.64629437,-121.8929271,566,12,0,0,"Alameda, California, US"
6003,Alpine,California,US,04/04/20,38.59678594,-119.8223594,1,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/20/20,38.59678594,-119.8223594,1,0,0,1,"Alpine, California, US"
06003,Alpine,California,US,04/09/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,04/10/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,04/08/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,03/29/20,38.59678594,-119.8223594,0,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,03/28/20,38.59678594,-119.8223594,0,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,03/23/20,38.59678594,-119.82235940000001,0,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/15/20,38.59678594,-119.82235940000001,2,0,0,2,"Alpine, California, US"
6003,Alpine,California,US,04/18/20,38.59678594,-119.8223594,2,0,0,2,"Alpine, California, US"
06003,Alpine,California,US,04/11/20,38.59678594,-119.82235940000001,2,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/06/20,38.59678594,-119.8223594,1,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,03/30/20,38.59678594,-119.8223594,0,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/19/20,38.59678594,-119.8223594,2,0,0,2,"Alpine, California, US"
6003,Alpine,California,US,04/16/20,38.59678594,-119.82235940000001,2,0,0,2,"Alpine, California, US"
06003,Alpine,California,US,03/27/20,38.59678594,-119.82235940000001,0,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,04/05/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/13/20,38.59678594,-119.82235940000001,2,0,0,2,"Alpine, California, US"
06003,Alpine,California,US,03/26/20,38.59678594,-119.82235940000001,0,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/14/20,38.59678594,-119.82235940000001,2,0,0,2,"Alpine, California, US"
6003,Alpine,California,US,04/02/20,38.59678594,-119.8223594,1,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,03/24/20,38.59678594,-119.82235940000001,0,0,0,0,"Alpine, California, US"
6003,Alpine,California,US,04/17/20,38.59678594,-119.82235940000001,2,0,0,2,"Alpine, California, US"
06003,Alpine,California,US,04/03/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
06003,Alpine,California,US,04/01/20,38.59678594,-119.82235940000001,1,0,0,0,"Alpine, California, US"
